filename,path,utt_num,who,role,postcodes,gems,utterance,startTime,endTime
16,class/Bradford/16,328,CHI,Child,,,and be able to write plays and things like that,2086.649,2099.766
16,class/Bradford/16,329,CHI,Child,,,and that's it.,2099.766,2105.383
16,class/Bradford/16,330,INV,Investigator,,,that's it,2105.383,2106.383
16,class/Bradford/16,331,INV,Investigator,,,okay,2106.383,2107.283
16,class/Bradford/16,332,INV,Investigator,,,what do you know about jazz.,2107.283,2109.333
16,class/Bradford/16,333,CHI,Child,,,I know that it is mostly played by Blacks,2109.333,2119.766
16,class/Bradford/16,334,CHI,Child,,,and it is sung by B_B_King and Charles_Ray,2119.766,2131.833
16,class/Bradford/16,335,CHI,Child,,,it is sort_of in a group with Blues.,2131.833,2146.649
16,class/Bradford/16,336,INV,Investigator,,,mhm.,2146.649,2149.483
16,class/Bradford/16,337,CHI,Child,,,and it sort_of brings you down,2149.483,2163.299
16,class/Bradford/16,338,CHI,Child,,,it uses instruments like the guitar and the saxophone.,2163.299,2173.382
16,class/Bradford/16,339,INV,Investigator,,,anything else.,2173.382,2178.032
16,class/Bradford/16,340,CHI,Child,,,unhunh.,2178.032,2179.632
16,class/Bradford/16,341,INV,Investigator,,,okay,2179.632,2180.449
16,class/Bradford/16,342,INV,Investigator,,,tell me what you know about Maya_Angelou.,2180.449,2182.599
16,class/Bradford/16,343,CHI,Child,,,he was a very good artist that made the pictures like Picasso.,2182.599,2193.532
16,class/Bradford/16,344,INV,Investigator,,,anything else about Maya_Angelou.,2193.532,2199.999
16,class/Bradford/16,345,CHI,Child,,,that's it.,2199.999,2208.549
16,class/Bradford/16,346,INV,Investigator,,,okay,2208.549,2209.115
16,class/Bradford/16,347,INV,Investigator,,,tell me what you know about the Blues.,2209.115,2211.282
16,class/Bradford/16,348,CHI,Child,,,it brings you down.,2211.282,2217.399
16,class/Bradford/16,349,INV,Investigator,,,mhm.,2217.199,2217.882
16,class/Bradford/16,350,CHI,Child,,,and it sometimes make you wanna,2217.382,2230.9
16,class/Bradford/16,351,CHI,Child,,,it makes you think about something about what's happened to you.,2230.9,2238.683
16,class/Bradford/16,352,INV,Investigator,,,mhm.,2238.683,2240.55
16,class/Bradford/16,353,CHI,Child,,,like you get fired from your job or you just got a divorce or something like that.,2240.55,2256.866
16,class/Bradford/16,354,INV,Investigator,,,anything else,2256.866,2259.916
16,class/Bradford/16,355,INV,Investigator,,,okay what do you know about Michael_Jackson.,2259.916,2263.132
16,class/Bradford/16,356,CHI,Child,,,I know that he has many brothers and sisters in music.,2263.132,2274.616
16,class/Bradford/16,357,INV,Investigator,,,mhm.,2274.616,2276.932
16,class/Bradford/16,358,CHI,Child,,,and was accused of sexual harassment.,2276.932,2286.732
16,class/Bradford/16,359,INV,Investigator,,,mhm.,2286.732,2289.566
16,class/Bradford/16,360,CHI,Child,,,and was pretty good at making music.,2289.566,2306.566
16,class/Bradford/16,361,INV,Investigator,,,anything else.,2306.566,2309.366
16,class/Bradford/16,362,CHI,Child,,,that's it.,2309.366,2314.782
16,class/Bradford/16,363,INV,Investigator,,,okay,2314.782,2315.349
16,class/Bradford/16,364,INV,Investigator,,,tell me what you know about B_B_King.,2315.349,2317.865
16,class/Bradford/16,365,CHI,Child,,,he was one of the Blues and jazz singers.,2317.865,2326.115
16,class/Bradford/16,366,INV,Investigator,,,mhm.,2326.115,2326.849
16,class/Bradford/16,367,CHI,Child,,,and his honors in Memphis on Beale_Street.,2326.849,2332.349
16,class/Bradford/16,368,INV,Investigator,,,mhm.,2332.349,2337.182
16,class/Bradford/16,369,CHI,Child,,,and has made many musical pieces,2337.182,2346.132
16,class/Bradford/16,370,CHI,Child,,,and that's it.,2346.132,2355.848
16,class/Bradford/16,371,INV,Investigator,,,that's it,2355.848,2356.298
16,class/Bradford/16,372,INV,Investigator,,,okay what do you know about Motown,2356.298,2358.515
16,class/Bradford/16,373,INV,Investigator,,,you wanna stretch or something,2358.515,2360.482
16,class/Bradford/16,374,INV,Investigator,,,okay,2360.482,2361.765
16,class/Bradford/16,375,INV,Investigator,,,Motown.,2361.765,2362.848
16,class/Bradford/16,376,CHI,Child,,,I know it's in Detroit.,2362.848,2368.648
16,class/Bradford/16,377,INV,Investigator,,,mhm.,2368.648,2369.198
16,class/Bradford/16,378,CHI,Child,,,it's in Detroit,2369.198,2370.598
16,class/Bradford/16,379,CHI,Child,,,and it's one of the music producers that stars off records and has one of the most records sold,2370.598,2391.131
16,class/Bradford/16,380,CHI,Child,,,and many people have started their music career in Motown.,2391.131,2398.981
16,class/Bradford/16,381,INV,Investigator,,,mhm,2398.981,2399.531
16,class/Bradford/16,382,INV,Investigator,,,anything else.,2399.531,2402.314
16,class/Bradford/16,383,CHI,Child,,,and that's it.,2402.314,2403.297
16,class/Bradford/16,384,INV,Investigator,,,okay,2403.297,2403.931
16,class/Bradford/16,385,INV,Investigator,,,what do you know about Roots.,2403.931,2405.997
16,class/Bradford/16,386,CHI,Child,,,I know that it's a movie about Blacks during slavery and coming from the slave trade.,2405.997,2421.081
16,class/Bradford/16,387,INV,Investigator,,,anything else.,2421.081,2425.081
16,class/Bradford/16,388,CHI,Child,,,it was a movie about how the people get in North_America,2425.081,2441.664
16,class/Bradford/16,389,CHI,Child,,,and how many other Blacks trapped their fellow members and took them back to be slaves with them.,2441.664,2458.797
16,class/Bradford/16,390,INV,Investigator,,,anything else.,2458.797,2468.78
16,class/Bradford/16,391,CHI,Child,,,unhunh.,2468.78,2470.23
16,class/Bradford/16,392,INV,Investigator,,,okay,2470.23,2470.813
16,class/Bradford/16,393,INV,Investigator,,,tell me what you know about Aretha_Franklin.,2470.813,2473.763
16,class/Bradford/16,394,CHI,Child,,,she is one of the most popular music divas.,2473.763,2485.013
16,class/Bradford/16,395,INV,Investigator,,,mhm.,2485.013,2488.079
16,class/Bradford/16,396,CHI,Child,,,and sings jazz,2488.079,2516.046
16,class/Bradford/16,397,CHI,Child,,,that's it.,2516.046,2522.479
16,class/Bradford/16,398,INV,Investigator,,,that's it,2522.479,2523.212
16,class/Bradford/16,399,INV,Investigator,,,what do you know about Sammy_Davis_Junior.,2523.212,2525.779
16,class/Bradford/16,400,CHI,Child,,,I think he was a musician too.,2525.779,2548.329
16,class/Bradford/16,401,INV,Investigator,,,okay.,2548.329,2549.495
16,class/Bradford/16,402,CHI,Child,,,that's all I know.,2549.495,2555.612
16,class/Bradford/16,403,INV,Investigator,,,okay,2555.612,2556.362
16,class/Bradford/16,404,INV,Investigator,,,what do you know about The_Color_Purple.,2556.362,2558.428
16,class/Bradford/16,405,CHI,Child,,,it is about how two sisters got along during times of slavery,2558.428,2581.712
16,class/Bradford/16,406,CHI,Child,,,and they have their father that the father treated them,2581.712,2594.512
16,class/Bradford/16,407,CHI,Child,,,and that's it.,2594.512,2600.145
16,class/Bradford/16,408,INV,Investigator,,,nothing else about The_Color_Purple,2600.145,2601.695
16,class/Bradford/16,409,INV,Investigator,,,okay this is the last section,2601.695,2604.678
16,class/Bradford/16,410,INV,Investigator,,,now we're gonna talk about things that happened in the news,2604.678,2607.612
16,class/Bradford/16,411,INV,Investigator,,,okay what do you know about Bill_Clinton.,2607.612,2610.295
16,class/Bradford/16,412,CHI,Child,,,I know that he was almost impeached,2610.295,2618.245
16,class/Bradford/16,413,CHI,Child,,,because he had an affair with Monica_Lewinsky during his presidency.,2618.245,2626.828
16,class/Bradford/16,414,INV,Investigator,,,mhm.,2626.828,2627.445
16,class/Bradford/16,415,CHI,Child,,,so he had to be impeached because of it,2627.445,2636.861
16,class/Bradford/16,416,CHI,Child,,,and to me he was a pretty good president.,2636.861,2647.095
16,class/Bradford/16,417,INV,Investigator,,,mhm.,2647.095,2648.028
16,class/Bradford/16,418,CHI,Child,,,I know that he came from Arkansas,2648.028,2654.678
16,class/Bradford/16,419,CHI,Child,,,and that's it.,2654.678,2659.445
16,class/Bradford/16,420,INV,Investigator,,,that's all for Bill_Clinton,2659.445,2661.295
16,class/Bradford/16,421,INV,Investigator,,,okay what do you know about Elian_Gonzalez.,2661.295,2664.045
16,class/Bradford/16,422,CHI,Child,,,I know that he was taken,2664.045,2672.095
16,class/Bradford/16,423,CHI,Child,,,he was in the airplane crash and was found and taken to his relatives,2672.095,2681.128
16,class/Bradford/16,424,CHI,Child,,,and they were arguing over him,2681.128,2685.911
16,class/Bradford/16,425,CHI,Child,,,they argued over him.,2685.911,2689.311
16,class/Bradford/16,426,INV,Investigator,,,mhm.,2689.311,2690.361
16,class/Bradford/16,427,CHI,Child,,,he got sent back with his dad instead of his aunt and cousins.,2690.361,2704.061
16,class/Bradford/16,428,INV,Investigator,,,okay.,2704.061,2706.045
16,class/Bradford/16,429,CHI,Child,,,and his mother died in the plane crash,2706.045,2711.561
16,class/Bradford/16,430,CHI,Child,,,and that's it.,2711.561,2713.645
16,class/Bradford/16,431,INV,Investigator,,,and that's all for Elian,2713.645,2715.445
16,class/Bradford/16,432,INV,Investigator,,,what about the Columbine shooting,2715.445,2717.628
16,class/Bradford/16,433,INV,Investigator,,,what do you know about that.,2717.628,2718.478
16,class/Bradford/16,434,CHI,Child,,,I know that it was done by a little boy,2718.478,2723.111
16,class/Bradford/16,435,CHI,Child,,,and was caused by the bullying of other children.,2723.111,2736.261
16,class/Bradford/16,436,INV,Investigator,,,mhm.,2736.261,2736.928
16,class/Bradford/16,437,CHI,Child,,,and that's it.,2736.928,2747.728
16,class/Bradford/16,438,INV,Investigator,,,okay,2747.728,2748.294
16,class/Bradford/16,439,INV,Investigator,,,what about the Oklahoma_City bombing.,2748.294,2750.478
16,class/Bradford/16,440,CHI,Child,,,it was done in a bank,2750.478,2758.494
16,class/Bradford/16,441,CHI,Child,,,and they had to use many police dogs to find the people under all the rubbish.,2758.494,2768.577
16,class/Bradford/16,442,INV,Investigator,,,that's it,2768.577,2772.527
16,class/Bradford/16,443,INV,Investigator,,,anything else.,2772.527,2774.393
16,class/Bradford/16,444,CHI,Child,,,that's it.,2774.393,2778.594
16,class/Bradford/16,445,INV,Investigator,,,that's it,2778.594,2779.194
16,class/Bradford/16,446,INV,Investigator,,,what do you know about Princess_Diana.,2779.194,2781.694
16,class/Bradford/16,447,CHI,Child,,,she died in a car crash.,2781.694,2789.177
16,class/Bradford/16,448,INV,Investigator,,,mhm.,2789.177,2791.21
16,class/Bradford/16,449,CHI,Child,,,and was just about to get married.,2791.21,2804.644
16,class/Bradford/16,450,INV,Investigator,,,mhm.,2804.644,2811.627
16,class/Bradford/16,451,CHI,Child,,,she was the princess in England,2811.627,2816.993
16,class/Bradford/16,452,CHI,Child,,,and that's it.,2816.993,2823.243
16,class/Bradford/16,453,INV,Investigator,,,okay,2823.243,2823.827
16,class/Bradford/16,454,INV,Investigator,,,what do you know about Al_Gore.,2823.827,2825.81
16,class/Bradford/16,455,CHI,Child,,,I know that he ran for president,2825.81,2832.16
16,class/Bradford/16,456,CHI,Child,,,and he kept up the fight until around November or around that time,2832.16,2848.176
16,class/Bradford/16,457,CHI,Child,,,and that it was a real close vote for him and George_Bush,2848.176,2863.959
16,class/Bradford/16,458,CHI,Child,,,and that some of the ballots were rigged in Florida,2863.959,2875.642
16,class/Bradford/16,459,CHI,Child,,,and that's it.,2875.642,2882.342
16,class/Bradford/16,460,INV,Investigator,,,that's it,2882.342,2882.975
16,class/Bradford/16,461,INV,Investigator,,,what do you know about the Jonbenet_Ramsey case.,2882.975,2886.225
16,class/Bradford/16,462,CHI,Child,,,I know that many of the people used like psychics to get through that case,2886.225,2900.625
16,class/Bradford/16,463,CHI,Child,,,and then they thought it was their parents,2900.625,2908.141
16,class/Bradford/16,464,CHI,Child,,,and she was like a,2908.141,2915.4
16,class/Bradford/16,465,CHI,Child,,,their daughter was like a superstar like a model.,2915.4,2920.066
16,class/Bradford/16,466,INV,Investigator,,,mhm.,2920.066,2920.8
16,class/Bradford/16,467,CHI,Child,,,and was raped and killed in their attic.,2920.8,2938.633
16,class/Bradford/16,468,INV,Investigator,,,anything else.,2938.633,2941.433
16,class/Bradford/16,469,CHI,Child,,,that's it.,2941.433,2942.566
16,class/Bradford/16,470,INV,Investigator,,,okay mhm,2942.566,2944.366
16,class/Bradford/16,471,INV,Investigator,,,tell me what you know about Steven_Spielberg.,2944.366,2946.699
16,class/Bradford/16,472,CHI,Child,,,he made Jurassic_Park one and two,2946.699,2952.349
16,class/Bradford/16,473,CHI,Child,,,and is one of the best directors and producers in the movie making business,2952.349,2961.232
16,class/Bradford/16,474,CHI,Child,,,and has been nominated and won many many Academy_Awards.,2961.232,2968.465
16,class/Bradford/16,475,INV,Investigator,,,anything else.,2968.465,2976.498
16,class/Bradford/16,476,CHI,Child,,,that's it.,2976.498,2977.998
16,class/Bradford/16,477,INV,Investigator,,,that's it.,2977.998,2978.915
16,class/Bradford/16,478,CHI,Child,,,mhm.,2978.915,2979.665
16,class/Bradford/16,479,INV,Investigator,,,what about John_F_Kennedy_Junior.,2979.665,2981.565
16,class/Bradford/16,480,CHI,Child,,,he died in a plane crash,2981.565,2988.181
16,class/Bradford/16,481,CHI,Child,,,he was like riding his plane,2988.181,2992.664
16,class/Bradford/16,482,CHI,Child,,,because he had just taken lessons,2992.664,3001.281
16,class/Bradford/16,483,CHI,Child,,,and it was real foggy so he couldn't see,3001.281,3006.114
16,class/Bradford/16,484,CHI,Child,,,and he crashed.,3006.114,3009.247
16,class/Bradford/16,485,INV,Investigator,,,mhm,3009.247,3012.647
16,class/Bradford/16,486,INV,Investigator,,,anything else.,3012.647,3015.83
16,class/Bradford/16,487,CHI,Child,,,that's it.,3015.83,3017.58
16,class/Bradford/16,488,INV,Investigator,,,okay,3017.58,3018.097
16,class/Bradford/16,489,INV,Investigator,,,Mother_Theresa,3018.097,3019.313
16,class/Bradford/16,490,INV,Investigator,,,what do you know about her.,3019.313,3020.347
16,class/Bradford/16,491,CHI,Child,,,she died because she got too old,3020.347,3026.547
16,class/Bradford/16,492,CHI,Child,,,and she took care of all the children in her country.,3026.547,3032.097
16,class/Bradford/16,493,INV,Investigator,,,mhm.,3032.097,3034.797
16,class/Bradford/16,494,CHI,Child,,,and was like a special healer,3034.797,3039.747
16,class/Bradford/16,495,CHI,Child,,,and was a religious nun like that,3039.747,3045.613
16,class/Bradford/16,496,CHI,Child,,,and that's it.,3045.613,3050.413
16,class/Bradford/16,497,INV,Investigator,,,okay,3050.413,3051.23
16,class/Bradford/16,498,INV,Investigator,,,this is the last bit,3051.23,3052.78
16,class/Bradford/16,499,INV,Investigator,,,what do you know about Bill_Cosby.,3052.78,3056.247
16,class/Bradford/16,500,CHI,Child,,,I know that he has starred in movies and shows.,3056.247,3075.163
16,class/Bradford/16,501,INV,Investigator,,,mhm.,3075.163,3077.513
16,class/Bradford/16,502,CHI,Child,,,and his son died in a car crash.,3077.513,3082.03
16,class/Bradford/16,503,INV,Investigator,,,mhm,3082.03,3082.496
16,class/Bradford/16,504,INV,Investigator,,,anything else.,3082.496,3093.196
16,class/Bradford/16,505,CHI,Child,,,that's it.,3093.196,3097.046
16,class/Bradford/16,506,INV,Investigator,,,okay what about Whitney_Houston.,3097.046,3099.379
16,class/Bradford/16,507,CHI,Child,,,she is married to Bobby_Brown,3099.379,3106.996
16,class/Bradford/16,508,CHI,Child,,,and was sent to jail for possession of drugs.,3106.996,3114.746
16,class/Bradford/16,509,INV,Investigator,,,mhm.,3114.746,3117.362
16,class/Bradford/16,510,CHI,Child,,,and many people say that she is on drugs,3117.362,3123.546
16,class/Bradford/16,511,CHI,Child,,,and her singing isn't so good anymore.,3123.546,3129.362
16,class/Bradford/16,512,INV,Investigator,,,mhm.,3129.362,3132.328
16,class/Bradford/16,513,CHI,Child,,,and that's it.,3132.328,3135.762
16,class/Bradford/16,514,INV,Investigator,,,okay,3135.762,3136.495
16,class/Bradford/16,515,INV,Investigator,,,Jesse_Jackson.,3136.495,3137.712
16,class/Bradford/16,516,CHI,Child,,,he was caught in another affair with a woman and was paying her to keep quiet.,3137.712,3151.595
16,class/Bradford/16,517,INV,Investigator,,,mhm.,3151.595,3155.812
16,class/Bradford/16,518,CHI,Child,,,and he was part of the Civil_Rights_Act,3155.812,3168.578
16,class/Bradford/16,519,CHI,Child,,,and is a preacher.,3168.578,3170.578
16,class/Bradford/16,520,INV,Investigator,,,okay,3170.578,3172.211
16,class/Bradford/16,521,INV,Investigator,,,anything else.,3172.211,3173.211
16,class/Bradford/16,522,CHI,Child,,,that's it.,3173.211,3174.611
16,class/Bradford/16,523,INV,Investigator,,,okay what about Michael_Jordan.,3174.611,3176.777
16,class/Bradford/16,524,CHI,Child,,,he is one of the greatest basketball players to play and,3176.777,3188.477
16,class/Bradford/16,525,CHI,Child,,,and when he was with the Chicago_Bulls he won the championship about five times.,3188.477,3201.01
16,class/Bradford/16,526,INV,Investigator,,,mhm.,3201.01,3201.86
16,class/Bradford/16,527,CHI,Child,,,and retired for millions of dollars.,3201.86,3209.81
16,class/Bradford/16,528,INV,Investigator,,,okay.,3209.81,3211.143
16,class/Bradford/16,529,CHI,Child,,,and played baseball for a while to fulfill his dad's dream,3211.143,3220.243
16,class/Bradford/16,530,CHI,Child,,,because his daddy died.,3220.243,3225.643
16,class/Bradford/16,531,INV,Investigator,,,mhm.,3225.643,3226.276
16,class/Bradford/16,532,CHI,Child,,,and that's it.,3226.276,3230.576
16,class/Bradford/16,533,INV,Investigator,,,okay Rodney_King,3230.576,3231.91
16,class/Bradford/16,534,INV,Investigator,,,what do you know about Rodney_King,3231.91,3233.326
16,class/Bradford/16,535,INV,Investigator,,,never heard of him.,3233.326,3249.026
16,class/Bradford/16,536,CHI,Child,,,unhunh.,3249.026,3250.709
16,class/Bradford/16,537,INV,Investigator,,,okay,3250.709,3251.609
16,class/Bradford/16,538,INV,Investigator,,,what do you know about the Million_Man_March.,3251.609,3254.059
16,class/Bradford/16,539,CHI,Child,,,it was part of the civil rights march started by Martin_Luther_King,3254.059,3267.492
16,class/Bradford/16,540,CHI,Child,,,and went from Montgomery to Washington_D_C.,3267.492,3272.592
16,class/Bradford/16,541,INV,Investigator,,,anything else.,3272.592,3277.159
16,class/Bradford/16,542,CHI,Child,,,that's it.,3277.159,3281.509
16,class/Bradford/16,543,INV,Investigator,,,okay Moesha.,3281.509,3282.842
16,class/Bradford/16,544,CHI,Child,,,it's a show about the life of a college student,3282.842,3293.126
16,class/Bradford/16,545,CHI,Child,,,and it's like a comedy and a reality show.,3293.126,3301.809
16,class/Bradford/16,546,INV,Investigator,,,mhm anything else.,3301.809,3304.909
16,class/Bradford/16,547,CHI,Child,,,and it's made by Brandy,3304.909,3308.225
16,class/Bradford/16,548,CHI,Child,,,Brandy a music person.,3308.225,3314.775
16,class/Bradford/16,549,INV,Investigator,,,anything else.,3314.775,3316.625
16,class/Bradford/16,550,CHI,Child,,,that's it.,3316.625,3317.692
16,class/Bradford/16,551,INV,Investigator,,,Spike_Lee.,3317.692,3319.459
16,class/Bradford/16,552,CHI,Child,,,he played in a_lot_of movies and made some too.,3319.459,3336.575
16,class/Bradford/16,553,INV,Investigator,,,mhm.,3336.575,3338.325
16,class/Bradford/16,554,CHI,Child,,,that's it.,3338.325,3343.759
16,class/Bradford/16,555,INV,Investigator,,,that's it,3343.759,3344.392
16,class/Bradford/16,556,INV,Investigator,,,Ebonics,3344.392,3345.559
16,class/Bradford/16,557,INV,Investigator,,,what do you know about Ebonics.,3345.559,3347.209
16,class/Bradford/16,558,CHI,Child,,,it's like another language,3347.209,3350.759
16,class/Bradford/16,559,CHI,Child,,,an incorrect language of English,3350.759,3355.909
16,class/Bradford/16,560,CHI,Child,,,and it's like slang,3355.909,3359.492
16,class/Bradford/16,561,CHI,Child,,,and it is like used by,3359.492,3380.3
16,class/Bradford/16,562,CHI,Child,,,some people say it's used by mostly Blacks but I think it's usually by everybody because all children don't speak correct English.,3380.3,3395.316
16,class/Bradford/16,563,INV,Investigator,,,mhm,3395.316,3395.916
16,class/Bradford/16,564,INV,Investigator,,,anything else.,3395.916,3398.4
16,class/Bradford/16,565,CHI,Child,,,that's it.,3398.4,3401.366
16,class/Bradford/16,566,INV,Investigator,,,okay last one,3401.366,3402.6
16,class/Bradford/16,567,INV,Investigator,,,O_J_Simpson,3402.6,3403.8
16,class/Bradford/16,568,INV,Investigator,,,tell me what you know about him.,3403.8,3404.916
16,class/Bradford/16,569,CHI,Child,,,he married a white woman,3404.916,3407.116
16,class/Bradford/16,570,CHI,Child,,,and he was accused of killing her,3407.116,3412.049
16,class/Bradford/16,571,CHI,Child,,,and he won the case,3412.049,3417.0
16,class/Bradford/16,572,CHI,Child,,,and he used to play football.,3417.0,3418.699
16,class/Bradford/16,573,INV,Investigator,,,mhm,3418.699,3421.299
16,class/Bradford/16,574,INV,Investigator,,,anything else.,3421.299,3422.499
16,class/Bradford/16,575,CHI,Child,,,they made a movie on what they thought happened to his wife,3422.499,3436.965
16,class/Bradford/16,576,CHI,Child,,,and that's it.,3436.965,3440.949
16,class/Bradford/16,577,INV,Investigator,,,that's it,3440.949,3441.549
16,class/Bradford/16,578,INV,Investigator,,,okay,3441.549,3442.615
16,class/Bradford/16,579,INV,Investigator,,,and that's it,3442.615,3443.665
16,class/Bradford/16,580,INV,Investigator,,,did we run out of tape,3443.665,3446.665
16,class/Bradford/16,581,INV,Investigator,,,nope looks good.,3446.665,3449.282
